172, -0.992991
173, 0.005220
174, 0.010142
175, 0.020470
176, 0.041663
177, 0.082516
178, 0.165273
179, 0.330282
180, 0.019630
181, -0.039530
182, 0.078983
183, -0.158139
184, 0.316033
185, -0.631572
186, 0.246789
187, 0.493112
188, -0.956870
189, 0.029029
190, 0.057926
191, 0.115848
192, 0.232299
193, 0.464060
194, -0.783126
195, 0.145719
196, 0.290950
197, 0.256159
198, -0.512956
199, 0.325263
200, 0.050204
201, -0.099746
202, 0.199134
203, -0.398079
204, 0.402382
205, -0.411253
206, 0.392884
207, -0.356555
208, 0.429093
209, -0.573327
210, 0.285670
211, 0.288769
212, -0.576862
213, 0.282914
214, 0.304956
215, -0.610288
216, 0.260789
217, 0.437935
218, -0.875803
219, 0.083196
220, 0.166518
221, 0.333245
222, 0.003416
223, -0.006777
224, 0.013384
225, -0.027473
226, 0.055182
227, -0.110074
228, 0.220075
229, -0.440374
230, 0.373785
231, -0.240230
232, 0.480132
233, -0.960359
234, 0.026890
235, 0.053783
236, 0.107833
237, 0.215637
238, 0.431177
239, -0.585165
240, 0.276969
241, 0.339354
242, -0.678446
243, 0.215431
244, 0.430663
245, -0.581324
246, 0.279442
247, 0.324406
248, -0.649352
249, 0.234193
250, 0.468257
251, -0.808088
252, 0.128661
253, 0.257632
254, 0.457459
255, -0.914857
256, 0.057432
257, 0.114559
258, 0.229921
259, 0.459463
260, -0.754836
261, 0.163820
262, 0.327999
263, 0.034432
264, -0.068629
265, 0.136750
266, -0.272971
267, 0.485973
268, -0.911874
269, 0.059709
270, 0.119026
271, 0.238188
272, 0.476662
273, -0.857434
274, 0.096160
275, 0.192126
276, 0.383706
277, -0.301406
278, 0.466399
279, -0.796385
280, 0.136709
281, 0.272725
282, 0.364992
283, -0.730246
284, 0.180105
285, 0.360230
286, -0.160632
287, 0.321606
288, -0.643313
289, 0.238221
290, 0.476492
291, -0.857247
292, 0.096166
293, 0.192401
294, 0.384338
295, -0.305056
296, 0.463377
297, -0.780062
298, 0.147349
299, 0.294359
300, 0.235331
301, -0.470135
302, 0.353642
303, -0.120706
304, 0.240617
305, -0.481163
306, 0.346249
307, -0.076497
308, 0.153153
309, -0.306306
310, 0.463164
311, -0.776728
312, 0.149482
313, 0.298694
314, 0.209576
315, -0.420101
316, 0.386804
317, -0.319355
318, 0.454598
319, -0.725195
320, 0.184223
321, 0.367780
322, -0.205784
323, 0.411510
324, -0.822906
325, 0.119136
326, 0.237824
327, 0.475574
328, -0.852362
329, 0.098994
330, 0.198027
331, 0.395546
332, -0.373036
333, 0.418065
334, -0.507204
335, 0.329162
336, 0.026647
337, -0.053327
338, 0.106987
339, -0.214371
340, 0.428543
341, -0.856776
342, 0.095758
343, 0.192187
344, 0.383978
345, -0.302004
346, 0.465644
347, -0.793053
348, 0.138649
349, 0.276881
350, 0.338777
351, -0.677010
352, 0.215889
353, 0.431900
354, -0.589940
355, 0.273835
356, 0.358581
357, -0.717217
358, 0.188914
359, 0.378093
360, -0.266256
361, 0.490079
362, -0.937929
363, 0.041628
364, 0.083706
365, 0.167623
366, 0.334597
367, -0.007092
368, 0.014840
369, -0.029960
370, 0.059665
371, -0.119281
372, 0.238941
373, -0.478180
374, 0.348148
375, -0.088327
376, 0.177468
377, -0.355065
378, 0.430510
379, -0.581829
380, 0.279677
381, 0.325353
382, -0.651061
383, 0.233384
384, 0.466570
385, -0.797457
386, 0.136238
387, 0.271794
388, 0.370522
389, -0.740908
390, 0.173791
391, 0.347703
392, -0.083286
393, 0.167002
394, -0.334190
395, 0.444945
396, -0.666359
397, 0.222769
398, 0.446060
399, -0.673882
400, 0.218282
401, 0.435882
402, -0.614343
403, 0.257567
404, 0.455886
405, -0.911759
406, 0.059440
407, 0.118652
408, 0.237362
409, 0.474837
410, -0.847265
411, 0.102898
412, 0.205001
413, 0.410555
414, -0.460789
415, 0.359964
416, -0.158458
417, 0.316771
418, -0.633823
419, 0.244618
420, 0.489258
421, -0.933927
422, 0.044374
423, 0.089348
424, 0.178534
425, 0.356891
426, -0.139044
427, 0.277594
428, -0.554576
429, 0.297998
430, 0.214490
431, -0.429089
432, 0.381091
433, -0.284455
434, 0.477421
435, -0.864101
436, 0.091480
437, 0.182475
438, 0.365169
439, -0.189062
440, 0.378676
441, -0.757855
442, 0.161996
443, 0.323541
444, 0.058941
445, -0.117760
446, 0.235907
447, -0.471499
448, 0.352675
449, -0.115000
450, 0.229361
451, -0.458151
452, 0.362100
453, -0.170445
454, 0.340911
455, -0.681847
456, 0.212585
457, 0.425426
458, -0.550304
459, 0.300205
460, 0.200516
461, -0.401481
462, 0.399796
463, -0.396068
464, 0.403769
465, -0.419634
466, 0.387361
467, -0.322870
468, 0.451856
469, -0.709349
470, 0.194913
471, 0.389865
472, -0.335661
473, 0.443779
474, -0.659833
475, 0.227262
476, 0.454663
477, -0.726554
478, 0.182699
479, 0.365987
480, -0.192858
481, 0.386055
482, -0.772372
483, 0.152121
484, 0.304602
485, 0.174368
486, -0.348556
487, 0.434637
488, -0.606852
489, 0.263199
490, 0.423985
491, -0.848174
492, 0.101368
493, 0.202970
494, 0.405785
495, -0.434034
496, 0.377449
497, -0.263612
498, 0.491688
499, -0.947856
500, 0.035078
