Time, X(t-0), X(t-1), X(t-2), X(t-3), X(t-4), X(t-5), X(t-6), X(t-7), X(t-8), X(t-9)
 11.150000,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800,  -0.553300,  -0.899000,  -1.456400,  -2.236400,  -3.054100
 11.200000,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800,  -0.553300,  -0.899000,  -1.456400,  -2.236400
 11.250000,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800,  -0.553300,  -0.899000,  -1.456400
 11.300000,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800,  -0.553300,  -0.899000
 11.350000,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800,  -0.553300
 11.400000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700,  -0.285800
 11.450000,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800,   0.028700
 11.500000,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800,   0.440800
 11.550000,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300,   0.942800
 11.600000,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400,   1.516300
 11.650000,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100,   2.163400
 11.700000,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100,   2.913100
 11.750000,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900,   3.812100
 11.800000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300,   4.901900
 11.850000,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000,   6.169300
 11.900000,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800,   7.489000
 11.950000,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300,   8.639800
 12.000000,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900,   9.418300
 12.050000,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800,   9.701900
 12.100000,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600,   9.443800
 12.150000,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600,   8.678600
 12.200000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500,   7.427600
 12.250000,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000,   5.603500
 12.300000,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700,   3.147000
 12.350000,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400,   0.341700
 12.400000,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800,  -2.138400
 12.450000,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600,  -3.728800
 12.500000,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500,  -4.356600
 12.550000,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300,  -4.254500
 12.600000,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100,  -3.666300
 12.650000,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000,  -2.757100
 12.700000,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400,  -1.648000
 12.750000,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500,  -0.460400
 12.800000,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300,   0.680500
 12.850000,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400,   1.673300
 12.900000,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700,   2.463400
 12.950000,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400,   3.038700
 13.000000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500,   3.404400
 13.050000,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400,   3.568500
 13.100000,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500,   3.565400
 13.150000,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600,   3.498500
 13.200000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200,   3.512600
 13.250000,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100,   3.676200
 13.300000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600,   3.945100
 13.350000,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400,   4.286600
 13.400000,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900,   4.746400
 13.450000,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000,   5.317900
 13.500000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200,   5.804000
 13.550000,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800,   5.860200
 13.600000,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400,   5.226800
 13.650000,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000,   3.966400
 13.700000,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900,   2.402000
 13.750000,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000,   0.857900
 13.800000,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800,  -0.451000
 13.850000,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600,  -1.387800
 13.900000,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400,  -1.882600
 13.950000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000,  -1.954400
 14.000000,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500,  -1.713000
 14.050000,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400,  -1.318500
 14.100000,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800,  -0.925400
 14.150000,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300,  -0.638800
 14.200000,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700,  -0.490300
 14.250000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600,  -0.430700
 14.300000,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400,  -0.346600
 14.350000,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200,  -0.124400
 14.400000,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000,   0.239200
 14.450000,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300,   0.595000
 14.500000,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800,   0.822300
 14.550000,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100,   1.099800
 14.600000,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200,   1.847100
 14.650000,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300,   3.289200
 14.700000,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000,   5.111300
 14.750000,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400,   6.586000
 14.800000,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900,   7.230400
 14.850000,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400,   7.279900
 14.900000,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900,   7.234400
 14.950000,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200,   7.262900
 15.000000,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700,   7.236200
 15.050000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600,   7.036700
 15.100000,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700,   6.673600
 15.150000,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900,   6.190700
 15.200000,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700,   5.577900
 15.250000,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300,   4.776700
 15.300000,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600,   3.734300
 15.350000,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800,   2.467600
 15.400000,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400,   1.105800
 15.450000,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400,  -0.133400
 15.500000,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000,  -1.038400
 15.550000,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200,  -1.494000
 15.600000,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300,  -1.499200
 15.650000,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700,  -1.130300
 15.700000,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800,  -0.499700
 15.750000,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700,   0.270800
 15.800000,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400,   1.070700
 15.850000,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800,   1.817400
 15.900000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900,   2.462800
 15.950000,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600,   2.981900
 16.000000,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800,   3.353600
 16.050000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200,   3.551800
 16.100000,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600,   3.579200
 16.150000,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200,   3.524600
 16.200000,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300,   3.543200
 16.250000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900,   3.714300
 16.300000,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600,   3.977900
 16.350000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000,   4.284600
 16.400000,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900,   4.696000
 16.450000,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900,   5.233900
 16.500000,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000,   5.711900
 16.550000,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400,   5.782000
 16.600000,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200,   5.179400
 16.650000,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200,   3.965200
 16.700000,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000,   2.465200
 16.750000,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100,   0.998000
 16.800000,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000,  -0.243100
 16.850000,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300,  -1.150000
 16.900000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400,  -1.667300
 16.950000,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800,  -1.805400
 17.000000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900,  -1.648800
 17.050000,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700,  -1.331900
 17.100000,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100,  -0.994700
 17.150000,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300,  -0.742100
 17.200000,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700,  -0.616300
 17.250000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500,  -0.584700
 17.300000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900,  -0.545500
 17.350000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000,  -0.375900
 17.400000,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400,  -0.038000
 17.450000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000,   0.340400
 17.500000,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600,   0.583000
 17.550000,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900,   0.754600
 17.600000,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400,   1.236900
 17.650000,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300,   2.387400
 17.700000,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000,   4.146300
 17.750000,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000,   5.962000
 17.800000,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000,   7.158000
 17.850000,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200,   7.551000
 17.900000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000,   7.532200
 17.950000,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700,   7.498000
 18.000000,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300,   7.516700
 18.050000,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300,   7.476300
 18.100000,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300,   7.301300
 18.150000,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400,   6.992300
 18.200000,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200,   6.557400
 18.250000,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100,   5.967200
 18.300000,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300,   5.165100
 18.350000,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000,   4.106300
 18.400000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300,   2.812000
 18.450000,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700,   1.415300
 18.500000,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400,   0.149700
 18.550000,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800,  -0.741400
 18.600000,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500,  -1.106800
 18.650000,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500,  -0.926500
 18.700000,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500,  -0.293500
 18.750000,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500,   0.622500
 18.800000,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400,   1.622500
 18.850000,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000,   2.531400
 18.900000,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100,   3.229000
 18.950000,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900,   3.646100
 19.000000,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600,   3.753900
 19.050000,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900,   3.595600
 19.100000,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100,   3.327900
 19.150000,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200,   3.144100
 19.200000,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100,   3.115200
 19.250000,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600,   3.193100
 19.300000,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600,   3.372600
 19.350000,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700,   3.726600
 19.400000,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700,   4.271700
 19.450000,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900,   4.875700
 19.500000,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500,   5.274900
 19.550000,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900,   5.158500
 19.600000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500,   4.328900
 19.650000,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300,   2.862500
 19.700000,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600,   1.100300
 19.750000,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300,  -0.520600
 19.800000,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200,  -1.651300
 19.850000,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300,  -2.157200
 19.900000,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600,  -2.136300
 19.950000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800,  -1.821600
 20.000000,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400,  -1.445800
 20.050000,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000,  -1.142400
 20.100000,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500,  -0.910000
 20.150000,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800,  -0.647500
 20.200000,   8.118200,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300,  -0.273800
 20.250000,   8.041800,   8.118200,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800,   0.144300
 20.300000,   8.003100,   8.041800,   8.118200,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300,   0.467800
 20.350000,   7.995800,   8.003100,   8.041800,   8.118200,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700,   0.782300
 20.400000,   7.911800,   7.995800,   8.003100,   8.041800,   8.118200,   7.881300,   6.808200,   4.915800,   2.912000,   1.484700
